image_id,image,split,subset
IDRiD_386,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_386.jpg,train,grading
IDRiD_387,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_387.jpg,train,grading
IDRiD_388,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_388.jpg,train,grading
IDRiD_389,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_389.jpg,train,grading
IDRiD_390,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_390.jpg,train,grading
IDRiD_391,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_391.jpg,train,grading
IDRiD_392,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_392.jpg,train,grading
IDRiD_393,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_393.jpg,train,grading
IDRiD_394,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_394.jpg,train,grading
IDRiD_395,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_395.jpg,train,grading
IDRiD_396,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_396.jpg,train,grading
IDRiD_397,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_397.jpg,train,grading
IDRiD_398,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_398.jpg,train,grading
IDRiD_399,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_399.jpg,train,grading
IDRiD_400,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_400.jpg,train,grading
IDRiD_401,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_401.jpg,train,grading
IDRiD_402,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_402.jpg,train,grading
IDRiD_403,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_403.jpg,train,grading
IDRiD_404,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_404.jpg,train,grading
IDRiD_405,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_405.jpg,train,grading
IDRiD_406,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_406.jpg,train,grading
IDRiD_407,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_407.jpg,train,grading
IDRiD_408,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_408.jpg,train,grading
IDRiD_409,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_409.jpg,train,grading
IDRiD_410,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_410.jpg,train,grading
IDRiD_411,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_411.jpg,train,grading
IDRiD_412,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_412.jpg,train,grading
IDRiD_413,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_413.jpg,train,grading
IDRiD_01,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_01.jpg,train,segmentation
IDRiD_02,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_02.jpg,train,segmentation
IDRiD_03,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_03.jpg,train,segmentation
IDRiD_04,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_04.jpg,train,segmentation
IDRiD_05,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_05.jpg,train,segmentation
IDRiD_06,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_06.jpg,train,segmentation
IDRiD_07,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_07.jpg,train,segmentation
IDRiD_08,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_08.jpg,train,segmentation
IDRiD_09,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_09.jpg,train,segmentation
IDRiD_10,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_10.jpg,train,segmentation
IDRiD_11,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_11.jpg,train,segmentation
IDRiD_12,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_12.jpg,train,segmentation
IDRiD_13,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_13.jpg,train,segmentation
IDRiD_14,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_14.jpg,train,segmentation
IDRiD_15,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_15.jpg,train,segmentation
IDRiD_16,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_16.jpg,train,segmentation
IDRiD_17,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_17.jpg,train,segmentation
IDRiD_18,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_18.jpg,train,segmentation
IDRiD_19,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_19.jpg,train,segmentation
IDRiD_20,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_20.jpg,train,segmentation
IDRiD_21,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_21.jpg,train,segmentation
IDRiD_22,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_22.jpg,train,segmentation
IDRiD_23,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_23.jpg,train,segmentation
IDRiD_24,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_24.jpg,train,segmentation
IDRiD_25,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_25.jpg,train,segmentation
IDRiD_26,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_26.jpg,train,segmentation
IDRiD_27,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_27.jpg,train,segmentation
IDRiD_28,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_28.jpg,train,segmentation
IDRiD_29,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_29.jpg,train,segmentation
IDRiD_30,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_30.jpg,train,segmentation
IDRiD_31,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_31.jpg,train,segmentation
IDRiD_32,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_32.jpg,train,segmentation
IDRiD_33,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_33.jpg,train,segmentation
IDRiD_34,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_34.jpg,train,segmentation
IDRiD_35,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_35.jpg,train,segmentation
IDRiD_36,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_36.jpg,train,segmentation
IDRiD_37,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_37.jpg,train,segmentation
IDRiD_38,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_38.jpg,train,segmentation
IDRiD_39,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_39.jpg,train,segmentation
IDRiD_40,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_40.jpg,train,segmentation
IDRiD_41,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_41.jpg,train,segmentation
IDRiD_42,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_42.jpg,train,segmentation
IDRiD_43,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_43.jpg,train,segmentation
IDRiD_44,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_44.jpg,train,segmentation
IDRiD_45,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_45.jpg,train,segmentation
IDRiD_46,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_46.jpg,train,segmentation
IDRiD_47,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_47.jpg,train,segmentation
IDRiD_48,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_48.jpg,train,segmentation
IDRiD_49,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_49.jpg,train,segmentation
IDRiD_50,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_50.jpg,train,segmentation
IDRiD_51,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_51.jpg,train,segmentation
IDRiD_52,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_52.jpg,train,segmentation
IDRiD_53,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_53.jpg,train,segmentation
IDRiD_54,A. Segmentation/A. Segmentation/1. Original Images/a. Training Set/IDRiD_54.jpg,train,segmentation
IDRiD_55,A. Segmentation/A. Segmentation/1. Original Images/b. Testing Set/IDRiD_55.jpg,test,segmentation
IDRiD_56,A. Segmentation/A. Segmentation/1. Original Images/b. Testing Set/IDRiD_56.jpg,test,segmentation
IDRiD_57,A. Segmentation/A. Segmentation/1. Original Images/b. Testing Set/IDRiD_57.jpg,test,segmentation
IDRiD_58,A. Segmentation/A. Segmentation/1. Original Images/b. Testing Set/IDRiD_58.jpg,test,segmentation
IDRiD_59,A. Segmentation/A. Segmentation/1. Original Images/b. Testing Set/IDRiD_59.jpg,test,segmentation
IDRiD_60,A. Segmentation/A. Segmentation/1. Original Images/b. Testing Set/IDRiD_60.jpg,test,segmentation
IDRiD_61,A. Segmentation/A. Segmentation/1. Original Images/b. Testing Set/IDRiD_61.jpg,test,segmentation
IDRiD_62,A. Segmentation/A. Segmentation/1. Original Images/b. Testing Set/IDRiD_62.jpg,test,segmentation
IDRiD_63,A. Segmentation/A. Segmentation/1. Original Images/b. Testing Set/IDRiD_63.jpg,test,segmentation
IDRiD_64,A. Segmentation/A. Segmentation/1. Original Images/b. Testing Set/IDRiD_64.jpg,test,segmentation
IDRiD_65,A. Segmentation/A. Segmentation/1. Original Images/b. Testing Set/IDRiD_65.jpg,test,segmentation
IDRiD_66,A. Segmentation/A. Segmentation/1. Original Images/b. Testing Set/IDRiD_66.jpg,test,segmentation
IDRiD_67,A. Segmentation/A. Segmentation/1. Original Images/b. Testing Set/IDRiD_67.jpg,test,segmentation
IDRiD_68,A. Segmentation/A. Segmentation/1. Original Images/b. Testing Set/IDRiD_68.jpg,test,segmentation
IDRiD_69,A. Segmentation/A. Segmentation/1. Original Images/b. Testing Set/IDRiD_69.jpg,test,segmentation
IDRiD_70,A. Segmentation/A. Segmentation/1. Original Images/b. Testing Set/IDRiD_70.jpg,test,segmentation
IDRiD_71,A. Segmentation/A. Segmentation/1. Original Images/b. Testing Set/IDRiD_71.jpg,test,segmentation
IDRiD_72,A. Segmentation/A. Segmentation/1. Original Images/b. Testing Set/IDRiD_72.jpg,test,segmentation
IDRiD_73,A. Segmentation/A. Segmentation/1. Original Images/b. Testing Set/IDRiD_73.jpg,test,segmentation
IDRiD_74,A. Segmentation/A. Segmentation/1. Original Images/b. Testing Set/IDRiD_74.jpg,test,segmentation
IDRiD_75,A. Segmentation/A. Segmentation/1. Original Images/b. Testing Set/IDRiD_75.jpg,test,segmentation
IDRiD_76,A. Segmentation/A. Segmentation/1. Original Images/b. Testing Set/IDRiD_76.jpg,test,segmentation
IDRiD_77,A. Segmentation/A. Segmentation/1. Original Images/b. Testing Set/IDRiD_77.jpg,test,segmentation
IDRiD_78,A. Segmentation/A. Segmentation/1. Original Images/b. Testing Set/IDRiD_78.jpg,test,segmentation
IDRiD_79,A. Segmentation/A. Segmentation/1. Original Images/b. Testing Set/IDRiD_79.jpg,test,segmentation
IDRiD_80,A. Segmentation/A. Segmentation/1. Original Images/b. Testing Set/IDRiD_80.jpg,test,segmentation
IDRiD_81,A. Segmentation/A. Segmentation/1. Original Images/b. Testing Set/IDRiD_81.jpg,test,segmentation
IDRiD_001,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_001.jpg,train,localization
IDRiD_001,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_001.jpg,test,localization
IDRiD_002,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_002.jpg,train,localization
IDRiD_002,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_002.jpg,test,localization
IDRiD_003,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_003.jpg,train,localization
IDRiD_003,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_003.jpg,test,localization
IDRiD_004,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_004.jpg,train,localization
IDRiD_004,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_004.jpg,test,localization
IDRiD_005,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_005.jpg,train,localization
IDRiD_005,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_005.jpg,test,localization
IDRiD_006,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_006.jpg,train,localization
IDRiD_006,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_006.jpg,test,localization
IDRiD_007,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_007.jpg,train,localization
IDRiD_007,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_007.jpg,test,localization
IDRiD_008,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_008.jpg,train,localization
IDRiD_008,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_008.jpg,test,localization
IDRiD_009,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_009.jpg,train,localization
IDRiD_009,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_009.jpg,test,localization
IDRiD_010,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_010.jpg,train,localization
IDRiD_010,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_010.jpg,test,localization
IDRiD_011,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_011.jpg,train,localization
IDRiD_011,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_011.jpg,test,localization
IDRiD_012,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_012.jpg,train,localization
IDRiD_012,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_012.jpg,test,localization
IDRiD_013,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_013.jpg,train,localization
IDRiD_013,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_013.jpg,test,localization
IDRiD_014,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_014.jpg,train,localization
IDRiD_014,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_014.jpg,test,localization
IDRiD_015,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_015.jpg,train,localization
IDRiD_015,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_015.jpg,test,localization
IDRiD_016,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_016.jpg,train,localization
IDRiD_016,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_016.jpg,test,localization
IDRiD_017,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_017.jpg,train,localization
IDRiD_017,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_017.jpg,test,localization
IDRiD_018,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_018.jpg,train,localization
IDRiD_018,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_018.jpg,test,localization
IDRiD_019,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_019.jpg,train,localization
IDRiD_019,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_019.jpg,test,localization
IDRiD_020,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_020.jpg,train,localization
IDRiD_020,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_020.jpg,test,localization
IDRiD_021,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_021.jpg,train,localization
IDRiD_021,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_021.jpg,test,localization
IDRiD_022,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_022.jpg,train,localization
IDRiD_022,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_022.jpg,test,localization
IDRiD_023,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_023.jpg,train,localization
IDRiD_023,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_023.jpg,test,localization
IDRiD_024,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_024.jpg,train,localization
IDRiD_024,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_024.jpg,test,localization
IDRiD_025,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_025.jpg,train,localization
IDRiD_025,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_025.jpg,test,localization
IDRiD_026,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_026.jpg,train,localization
IDRiD_026,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_026.jpg,test,localization
IDRiD_027,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_027.jpg,train,localization
IDRiD_027,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_027.jpg,test,localization
IDRiD_028,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_028.jpg,train,localization
IDRiD_028,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_028.jpg,test,localization
IDRiD_029,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_029.jpg,train,localization
IDRiD_029,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_029.jpg,test,localization
IDRiD_030,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_030.jpg,train,localization
IDRiD_030,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_030.jpg,test,localization
IDRiD_031,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_031.jpg,train,localization
IDRiD_031,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_031.jpg,test,localization
IDRiD_032,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_032.jpg,train,localization
IDRiD_032,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_032.jpg,test,localization
IDRiD_033,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_033.jpg,train,localization
IDRiD_033,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_033.jpg,test,localization
IDRiD_034,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_034.jpg,train,localization
IDRiD_034,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_034.jpg,test,localization
IDRiD_035,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_035.jpg,train,localization
IDRiD_035,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_035.jpg,test,localization
IDRiD_036,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_036.jpg,train,localization
IDRiD_036,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_036.jpg,test,localization
IDRiD_037,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_037.jpg,train,localization
IDRiD_037,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_037.jpg,test,localization
IDRiD_038,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_038.jpg,train,localization
IDRiD_038,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_038.jpg,test,localization
IDRiD_039,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_039.jpg,train,localization
IDRiD_039,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_039.jpg,test,localization
IDRiD_040,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_040.jpg,train,localization
IDRiD_040,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_040.jpg,test,localization
IDRiD_041,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_041.jpg,train,localization
IDRiD_041,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_041.jpg,test,localization
IDRiD_042,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_042.jpg,train,localization
IDRiD_042,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_042.jpg,test,localization
IDRiD_043,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_043.jpg,train,localization
IDRiD_043,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_043.jpg,test,localization
IDRiD_044,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_044.jpg,train,localization
IDRiD_044,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_044.jpg,test,localization
IDRiD_045,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_045.jpg,train,localization
IDRiD_045,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_045.jpg,test,localization
IDRiD_046,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_046.jpg,train,localization
IDRiD_046,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_046.jpg,test,localization
IDRiD_047,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_047.jpg,train,localization
IDRiD_047,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_047.jpg,test,localization
IDRiD_048,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_048.jpg,train,localization
IDRiD_048,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_048.jpg,test,localization
IDRiD_049,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_049.jpg,train,localization
IDRiD_049,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_049.jpg,test,localization
IDRiD_050,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_050.jpg,train,localization
IDRiD_050,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_050.jpg,test,localization
IDRiD_051,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_051.jpg,train,localization
IDRiD_051,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_051.jpg,test,localization
IDRiD_052,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_052.jpg,train,localization
IDRiD_052,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_052.jpg,test,localization
IDRiD_053,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_053.jpg,train,localization
IDRiD_053,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_053.jpg,test,localization
IDRiD_054,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_054.jpg,train,localization
IDRiD_054,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_054.jpg,test,localization
IDRiD_055,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_055.jpg,train,localization
IDRiD_055,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_055.jpg,test,localization
IDRiD_056,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_056.jpg,train,localization
IDRiD_056,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_056.jpg,test,localization
IDRiD_057,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_057.jpg,train,localization
IDRiD_057,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_057.jpg,test,localization
IDRiD_058,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_058.jpg,train,localization
IDRiD_058,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_058.jpg,test,localization
IDRiD_059,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_059.jpg,train,localization
IDRiD_059,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_059.jpg,test,localization
IDRiD_060,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_060.jpg,train,localization
IDRiD_060,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_060.jpg,test,localization
IDRiD_061,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_061.jpg,train,localization
IDRiD_061,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_061.jpg,test,localization
IDRiD_062,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_062.jpg,train,localization
IDRiD_062,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_062.jpg,test,localization
IDRiD_063,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_063.jpg,train,localization
IDRiD_063,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_063.jpg,test,localization
IDRiD_064,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_064.jpg,train,localization
IDRiD_064,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_064.jpg,test,localization
IDRiD_065,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_065.jpg,train,localization
IDRiD_065,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_065.jpg,test,localization
IDRiD_066,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_066.jpg,train,localization
IDRiD_066,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_066.jpg,test,localization
IDRiD_067,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_067.jpg,train,localization
IDRiD_067,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_067.jpg,test,localization
IDRiD_068,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_068.jpg,train,localization
IDRiD_068,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_068.jpg,test,localization
IDRiD_069,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_069.jpg,train,localization
IDRiD_069,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_069.jpg,test,localization
IDRiD_070,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_070.jpg,train,localization
IDRiD_070,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_070.jpg,test,localization
IDRiD_071,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_071.jpg,train,localization
IDRiD_071,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_071.jpg,test,localization
IDRiD_072,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_072.jpg,train,localization
IDRiD_072,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_072.jpg,test,localization
IDRiD_073,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_073.jpg,train,localization
IDRiD_073,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_073.jpg,test,localization
IDRiD_074,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_074.jpg,train,localization
IDRiD_074,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_074.jpg,test,localization
IDRiD_075,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_075.jpg,train,localization
IDRiD_075,C. Localization/C. Localization/1. Original Images/b. Testing Set/IDRiD_075.jpg,test,localization
